,epoch,map,map_50,map_75,map_small,map_medium,map_large,mar_1,mar_10,mar_100,mar_small,mar_medium,mar_large,classes,0_map,1_map,2_map,3_map,4_map,5_map,6_map,7_map,8_map,9_map,10_map,11_map,12_map,13_map,0_mar,1_mar,2_mar,3_mar,4_mar,5_mar,6_mar,7_mar,8_mar,9_mar,10_mar,11_mar,12_mar,13_mar
16,16,0.22371222078800201,-1.0,-1.0,0.11303979158401489,0.2351112961769104,0.2847810387611389,0.31030362844467163,0.4937508702278137,0.4968342185020447,0.26980555057525635,0.4763360619544983,0.6302659511566162,[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],,0.09137199074029922,0.03915852680802345,0.8095839619636536,0.06598597019910812,0.21721449494361877,0.07950897514820099,0.1579001098871231,0.08723641186952591,0.07608228176832199,0.38711923360824585,0.13742874562740326,0.11972934752702713,0.14006441831588745,,0.2380952388048172,0.2151898741722107,0.9457994699478149,0.2750000059604645,0.7115384340286255,0.4433962404727936,0.557939887046814,0.33208954334259033,0.24180327355861664,0.7810651063919067,0.5089722871780396,0.38461539149284363,0.4025270640850067
17,17,0.22557619214057922,-1.0,-1.0,0.13248038291931152,0.2310873568058014,0.2897908091545105,0.3089776933193207,0.482972115278244,0.4900934100151062,0.28730037808418274,0.45041146874427795,0.647485613822937,[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],,0.06092916801571846,0.04766989126801491,0.8208281993865967,0.12300765514373779,0.2073771059513092,0.0859951600432396,0.15124405920505524,0.08837385475635529,0.09069165587425232,0.38691461086273193,0.1231328547000885,0.066006600856781,0.16562891006469727,,0.190476194024086,0.27848100662231445,0.9485095143318176,0.4000000059604645,0.7596153616905212,0.35849055647850037,0.5064377784729004,0.3283582031726837,0.24590164422988892,0.7573964595794678,0.46166396141052246,0.23076923191547394,0.48736461997032166
18,18,0.23835943639278412,-1.0,-1.0,0.1317952573299408,0.2396681308746338,0.2922762632369995,0.3242739737033844,0.4864090383052826,0.4920880198478699,0.28711822628974915,0.44976937770843506,0.6316766142845154,[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],,0.09335219115018845,0.05494176968932152,0.8097879886627197,0.10671123117208481,0.2503829002380371,0.07342848181724548,0.1477551907300949,0.10238225758075714,0.0917229950428009,0.4028134346008301,0.1357649713754654,0.14710041880607605,0.1819542646408081,,0.2380952388048172,0.3670886158943176,0.9485095143318176,0.30000001192092896,0.7403846383094788,0.30188679695129395,0.46351930499076843,0.33582088351249695,0.2540983557701111,0.7633135914802551,0.5269168019294739,0.23076923191547394,0.5090252757072449
19,19,0.22965234518051147,-1.0,-1.0,0.11943154782056808,0.23460806906223297,0.28139665722846985,0.3074248433113098,0.46897321939468384,0.4742427468299866,0.2774459719657898,0.4511180520057678,0.6170110702514648,[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],,0.05611100420355797,0.057927440851926804,0.8130258321762085,0.10964497923851013,0.22407428920269012,0.08031698316335678,0.15107083320617676,0.07915816456079483,0.0928259789943695,0.3969874680042267,0.14449885487556458,0.1074964627623558,0.1538582742214203,,0.2380952388048172,0.3164556920528412,0.9322493076324463,0.30000001192092896,0.625,0.30188679695129395,0.45493561029434204,0.26492536067962646,0.2786885201931,0.8224852085113525,0.5138662457466125,0.23076923191547394,0.44043320417404175
20,20,0.2263893485069275,-1.0,-1.0,0.12658900022506714,0.22090686857700348,0.28347688913345337,0.32312244176864624,0.49124783277511597,0.49739935994148254,0.2868919372558594,0.44971638917922974,0.6269682049751282,[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],,0.030521849170327187,0.041594039648771286,0.816095232963562,0.1214938536286354,0.26947352290153503,0.08270708471536636,0.15081575512886047,0.07956795394420624,0.08046828955411911,0.4094332456588745,0.14888732135295868,0.05512017384171486,0.1427764594554901,,0.190476194024086,0.4177215099334717,0.9403793811798096,0.30000001192092896,0.7788461446762085,0.3396226465702057,0.44635194540023804,0.3283582031726837,0.25819671154022217,0.6863905191421509,0.579119086265564,0.38461539149284363,0.4115523397922516
21,21,0.2318107932806015,-1.0,-1.0,0.13575468957424164,0.24463260173797607,0.3047952950000763,0.32645362615585327,0.46989718079566956,0.47302061319351196,0.27282941341400146,0.4582892656326294,0.6390964984893799,[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],,0.05948451906442642,0.05249227210879326,0.8081871867179871,0.11656127870082855,0.22067663073539734,0.10287250578403473,0.16343003511428833,0.08239427208900452,0.09300791472196579,0.43882107734680176,0.1432885080575943,0.07598260045051575,0.14609883725643158,,0.2380952388048172,0.26582279801368713,0.9295393228530884,0.2750000059604645,0.625,0.3679245412349701,0.43776825070381165,0.26865673065185547,0.2049180269241333,0.7869822382926941,0.5301794409751892,0.38461539149284363,0.40974730253219604
22,22,0.2348226010799408,-1.0,-1.0,0.12678773701190948,0.24788828194141388,0.2966140806674957,0.3218989968299866,0.4898242652416229,0.4941940903663635,0.2771613597869873,0.46917152404785156,0.642490029335022,[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],,0.10308520495891571,0.06750497221946716,0.8272054195404053,0.13126595318317413,0.25015828013420105,0.09734346717596054,0.14113953709602356,0.07724285870790482,0.08177021145820618,0.38861075043678284,0.13749295473098755,0.0712871253490448,0.15752620995044708,,0.2857142984867096,0.27848100662231445,0.9430894255638123,0.3499999940395355,0.7211538553237915,0.46226415038108826,0.45493561029434204,0.2761194109916687,0.23360656201839447,0.6745561957359314,0.6215334534645081,0.23076923191547394,0.4747292399406433
23,23,0.23070859909057617,-1.0,-1.0,0.12151524424552917,0.23328450322151184,0.29247844219207764,0.32991957664489746,0.50822514295578,0.5146325826644897,0.2919588088989258,0.4761594533920288,0.6545747518539429,[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],,0.08029374480247498,0.05110429599881172,0.8194986581802368,0.09630540758371353,0.21691203117370605,0.08492772281169891,0.15337011218070984,0.07928647845983505,0.08620759099721909,0.40721595287323,0.13357697427272797,0.12809406220912933,0.15234129130840302,,0.2857142984867096,0.3291139304637909,0.9485095143318176,0.3499999940395355,0.7115384340286255,0.349056601524353,0.5236051678657532,0.2798507511615753,0.2909836173057556,0.7751479148864746,0.5905383229255676,0.38461539149284363,0.4783393442630768
24,24,0.22931422293186188,-1.0,-1.0,0.12910734117031097,0.2275107204914093,0.29668042063713074,0.32312530279159546,0.4997118413448334,0.5042591691017151,0.2903174161911011,0.46933314204216003,0.6645672917366028,[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],,0.06228258088231087,0.04259233921766281,0.8316150903701782,0.09716052561998367,0.24760158360004425,0.06167680397629738,0.15556563436985016,0.07276780903339386,0.09278690814971924,0.41008201241493225,0.14275477826595306,0.07613950222730637,0.1684010922908783,,0.2380952388048172,0.26582279801368713,0.9403793811798096,0.4000000059604645,0.7692307829856873,0.3113207519054413,0.5321888327598572,0.26119402050971985,0.3196721374988556,0.7692307829856873,0.564437210559845,0.3076923191547394,0.454873651266098
25,25,0.22248274087905884,-1.0,-1.0,0.14531227946281433,0.23105047643184662,0.28590115904808044,0.30801865458488464,0.4605626165866852,0.4655441641807556,0.2928607165813446,0.43529900908470154,0.6182649731636047,[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],,0.047304730862379074,0.05481542646884918,0.8335614800453186,0.09487731754779816,0.22050973773002625,0.06456032395362854,0.16194239258766174,0.07265342026948929,0.09994328022003174,0.3921147882938385,0.14226646721363068,0.01863715797662735,0.16707302629947662,,0.190476194024086,0.3544303774833679,0.9512194991111755,0.32499998807907104,0.6057692170143127,0.3113207519054413,0.43776825070381165,0.3694029748439789,0.21721310913562775,0.7514792680740356,0.5252854824066162,0.1538461595773697,0.39891695976257324
26,26,0.22848881781101227,-1.0,-1.0,0.12417754530906677,0.2360236495733261,0.27640604972839355,0.3231722414493561,0.4780331254005432,0.4829121530056,0.2829519808292389,0.4470593333244324,0.606946587562561,[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],,0.07239433377981186,0.06043907254934311,0.833321213722229,0.09004144370555878,0.24450363218784332,0.06613912433385849,0.14427389204502106,0.06643661111593246,0.09148602187633514,0.38113075494766235,0.13983367383480072,0.10565056651830673,0.15162259340286255,,0.2380952388048172,0.29113924503326416,0.9457994699478149,0.2750000059604645,0.6057692170143127,0.35849055647850037,0.45922747254371643,0.2798507511615753,0.2745901644229889,0.7218934893608093,0.593800961971283,0.38461539149284363,0.41877254843711853
27,27,0.22915019094944,-1.0,-1.0,0.12452234327793121,0.241069495677948,0.2954118847846985,0.3242664337158203,0.510123074054718,0.5171427130699158,0.2955251932144165,0.5031322240829468,0.6558572053909302,[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],,0.07495486736297607,0.039027463644742966,0.8237501978874207,0.09123549610376358,0.23077161610126495,0.0866505354642868,0.1555282324552536,0.07863650470972061,0.11236497014760971,0.40181267261505127,0.12835079431533813,0.07656765729188919,0.15278269350528717,,0.2857142984867096,0.2531645596027374,0.9566395878791809,0.375,0.7692307829856873,0.4433962404727936,0.5622317790985107,0.39179104566574097,0.25819671154022217,0.7514792680740356,0.564437210559845,0.23076923191547394,0.4783393442630768
28,28,0.22387291491031647,-1.0,-1.0,0.1527332216501236,0.23206131160259247,0.27667200565338135,0.3300970196723938,0.5000606775283813,0.5028527975082397,0.3043636977672577,0.4575568437576294,0.6590861082077026,[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],,0.09005185961723328,0.059693772345781326,0.8301968574523926,0.05782603845000267,0.21522226929664612,0.07643144577741623,0.1502261608839035,0.07821837812662125,0.0919264554977417,0.408530056476593,0.13498473167419434,0.04349701479077339,0.14748579263687134,,0.2380952388048172,0.29113924503326416,0.9539295434951782,0.375,0.7211538553237915,0.37735849618911743,0.4935622215270996,0.28731343150138855,0.23360656201839447,0.7455621361732483,0.5872756838798523,0.38461539149284363,0.4277978241443634
29,29,0.23105284571647644,-1.0,-1.0,0.1314150094985962,0.23704510927200317,0.29774102568626404,0.3183654248714447,0.47904205322265625,0.482638418674469,0.2954808473587036,0.4444061815738678,0.6392964720726013,[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14],,0.12981298565864563,0.03829622268676758,0.8411098122596741,0.09393175691366196,0.21521101891994476,0.06650686264038086,0.14872561395168304,0.0696633830666542,0.11613919585943222,0.4019969403743744,0.1347760707139969,0.061103254556655884,0.16243326663970947,,0.2857142984867096,0.20253165066242218,0.9485095143318176,0.4000000059604645,0.6538461446762085,0.3679245412349701,0.4763948619365692,0.3208955228328705,0.25,0.7751479148864746,0.48939642310142517,0.23076923191547394,0.4440433084964752
